order_id,date_key,customer_key,product_key,region_key,salesperson_key,quantity,gross_revenue,discount_amount,profit_amount
ORD-000000406,20231207,29,90,4,22,2,588.48,58.85,55.91
ORD-000000407,20250523,77,31,2,12,1,276.47,0.0,33.69
ORD-000000408,20241224,79,99,1,1,3,73.16,0.0,23.32
ORD-000000409,20230916,35,79,1,4,2,872.58,43.63,219.54
ORD-000000410,20241214,67,73,2,12,5,816.53,81.65,119.15
ORD-000000411,20251017,11,10,1,5,3,484.49,24.22,141.22
ORD-000000412,20241029,45,119,2,12,4,1932.17,0.0,292.48
ORD-000000413,20240510,12,136,2,8,2,536.12,0.0,84.04
ORD-000000414,20230925,26,26,1,4,2,817.5,0.0,155.01
ORD-000000415,20251119,65,149,2,10,1,211.41,10.57,33.84
ORD-000000416,20230418,58,145,3,14,1,115.29,0.0,24.33
ORD-000000417,20230108,2,127,4,22,5,755.38,75.54,213.56
ORD-000000418,20241123,44,59,3,18,3,1499.51,0.0,478.49
ORD-000000419,20251003,69,138,1,3,1,179.12,0.0,53.93
ORD-000000420,20240428,30,11,2,10,2,876.17,0.0,215.23
ORD-000000421,20250425,3,139,1,2,2,770.74,0.0,135.02
ORD-000000422,20240211,34,77,3,14,5,2261.61,226.16,266.84
ORD-000000423,20250426,91,66,1,1,2,1311.5,0.0,276.16
ORD-000000424,20250814,18,38,1,5,1,78.94,0.0,21.67
ORD-000000425,20230201,49,38,1,2,2,175.79,0.0,36.97
ORD-000000426,20251214,80,70,1,2,3,692.35,69.23,99.37
ORD-000000427,20251119,93,70,2,10,4,1074.95,107.5,207.07
ORD-000000428,20241221,36,141,1,6,2,699.98,35.0,156.81
ORD-000000429,20230702,2,120,1,1,1,38.5,0.0,8.91
ORD-000000430,20240821,68,58,3,16,3,1752.45,0.0,298.76
ORD-000000431,20250315,85,112,3,14,2,440.52,0.0,94.5
ORD-000000432,20251117,22,133,1,1,1,378.25,0.0,45.14
ORD-000000433,20240822,43,38,2,12,1,88.74,0.0,12.87
ORD-000000434,20250409,58,115,2,7,1,211.02,0.0,20.47
ORD-000000435,20250802,42,89,3,15,3,426.51,21.33,68.68
ORD-000000436,20250606,93,141,1,3,5,2077.76,103.89,471.66
ORD-000000437,20250106,95,19,2,9,3,1547.01,154.7,304.61
ORD-000000438,20240506,11,11,1,4,3,1277.37,0.0,396.84
ORD-000000439,20231006,92,19,1,1,5,3196.97,159.85,663.07
ORD-000000440,20250728,96,28,3,18,4,2427.5,0.0,429.14
ORD-000000441,20240706,74,115,1,4,1,149.13,7.46,36.24
ORD-000000442,20250324,85,20,1,1,1,48.14,2.41,7.04
ORD-000000443,20230426,23,145,4,23,1,133.92,13.39,19.7
ORD-000000444,20230824,8,40,1,5,2,1123.13,0.0,327.84
ORD-000000445,20230627,78,74,1,4,3,1424.91,0.0,196.42
ORD-000000446,20230814,15,85,1,2,4,1595.65,79.78,312.32
ORD-000000447,20230712,40,137,4,19,2,907.4,45.37,237.22
ORD-000000448,20241003,19,128,3,18,5,1685.61,0.0,532.49
ORD-000000449,20240130,7,45,2,8,2,736.54,0.0,131.11
ORD-000000450,20250303,80,96,1,6,1,503.45,0.0,96.17
ORD-000000451,20230224,91,40,3,14,5,3289.82,0.0,473.05
ORD-000000452,20230625,21,89,1,2,1,164.75,0.0,20.47
ORD-000000453,20230917,65,74,2,7,3,1622.15,0.0,411.91
ORD-000000454,20250430,34,109,3,16,2,206.08,10.3,39.39
ORD-000000455,20230307,21,57,4,21,1,204.24,0.0,29.49
ORD-000000456,20230917,86,37,1,6,2,1013.97,0.0,164.93
ORD-000000457,20230327,53,45,1,6,2,744.16,0.0,76.36
ORD-000000458,20250725,17,119,1,1,3,1982.36,0.0,443.43
ORD-000000459,20230331,89,35,1,1,3,1754.64,175.46,454.5
ORD-000000460,20230422,9,39,3,15,5,1570.37,78.52,199.25
ORD-000000461,20250209,92,135,2,11,3,173.29,0.0,26.78
ORD-000000462,20240311,68,98,3,15,2,584.65,29.23,123.82
ORD-000000463,20240217,79,16,1,6,3,733.67,73.37,58.89
ORD-000000464,20230120,88,109,4,24,2,221.28,0.0,51.47
ORD-000000465,20250922,32,27,3,15,4,1760.75,88.04,186.93
ORD-000000466,20250120,75,20,3,15,1,47.46,4.75,8.28
ORD-000000467,20240115,35,56,2,9,2,1166.88,58.34,288.04
ORD-000000468,20250202,14,136,2,9,1,295.08,0.0,32.51
ORD-000000469,20250217,17,6,1,4,3,273.56,13.68,61.75
ORD-000000470,20240425,89,40,1,5,2,1242.06,62.1,273.52
ORD-000000471,20251117,58,113,1,4,2,79.9,0.0,18.26
ORD-000000472,20230114,86,76,1,1,2,735.59,0.0,161.61
ORD-000000473,20230317,78,63,1,2,4,2210.94,0.0,691.75
ORD-000000474,20230509,10,29,3,18,4,768.62,0.0,137.8
ORD-000000475,20251019,51,81,3,17,3,1645.37,164.54,273.54
ORD-000000476,20241020,32,85,1,6,2,591.07,0.0,179.68
ORD-000000477,20251106,87,71,1,1,1,284.77,0.0,90.79
ORD-000000478,20240409,1,125,2,10,1,11.24,0.0,2.19
ORD-000000479,20250928,93,121,1,2,3,2209.54,331.43,366.86
ORD-000000480,20240925,35,29,3,15,4,732.41,73.24,174.75
ORD-000000481,20251201,97,111,1,6,2,64.65,6.47,15.4
ORD-000000482,20231005,66,57,1,5,2,385.52,0.0,103.66
ORD-000000483,20240820,1,95,1,1,4,2075.38,0.0,234.96
ORD-000000484,20230502,88,135,2,9,1,64.85,3.24,8.39
ORD-000000485,20230518,93,133,2,9,3,1630.0,0.0,304.78
ORD-000000486,20251130,99,131,1,4,1,633.95,0.0,66.45
ORD-000000487,20241112,30,27,2,12,1,337.39,0.0,41.36
ORD-000000488,20250127,69,16,3,17,2,488.37,0.0,80.5
ORD-000000489,20231128,51,6,2,10,3,328.6,16.43,59.3
ORD-000000490,20250104,10,137,2,12,2,1285.02,0.0,320.95
ORD-000000491,20230409,31,67,3,15,1,559.11,0.0,116.12
ORD-000000492,20251013,17,96,2,7,2,1199.57,59.98,251.43
ORD-000000493,20240705,52,69,2,9,2,1303.49,0.0,370.74
ORD-000000494,20231105,10,104,2,11,1,545.33,0.0,137.55
ORD-000000495,20250809,87,50,3,16,1,120.69,18.1,10.3
ORD-000000496,20250405,70,139,2,9,1,271.04,0.0,67.0
ORD-000000497,20230629,89,77,3,14,1,627.51,31.38,99.78
ORD-000000498,20240822,22,128,1,2,3,1001.51,50.08,126.72
ORD-000000499,20250905,61,32,1,5,5,2473.61,247.36,690.43
ORD-000000500,20240424,90,17,4,19,1,626.34,62.63,92.59
